_GENE,Genename,GeneID,log2FoldChange,padj,baseMean
Ldhb,Ldhb,ENSMUSG00000030246,0.273377325517817,0.449940228433086,8609.88255301323
B930094E09Rik,B930094E09Rik,ENSMUSG00000092124,0.273181384703461,0.908715162459182,9.29074538776154
Gm43756,Gm43756,ENSMUSG00000104793,0.27314585554038,0.941092362741346,4.91436017990286
C030015A19Rik,C030015A19Rik,ENSMUSG00000108181,0.273110036293882,0.78048605282728,35.1135907481456
Gm45632,Gm45632,ENSMUSG00000110077,0.273091430742345,0.962970079712486,2.02977138912367
Rasa2,Rasa2,ENSMUSG00000032413,0.273044137393812,0.490822018322673,244.884352098967
Skp2,Skp2,ENSMUSG00000054115,0.272904039767719,0.785857350573889,33.6711601364649
Snora34,Snora34,ENSMUSG00000065336,0.272850615106352,0.871767932087077,16.6859021354932
Kif2a,Kif2a,ENSMUSG00000021693,0.272754358641626,0.138623025233695,687.710782454197
Manea,Manea,ENSMUSG00000040520,0.272641336668141,0.519077156227224,218.095246496567
Celf2,Celf2,ENSMUSG00000002107,0.272612378230218,0.237221142635373,2649.09253570748
Begain,Begain,ENSMUSG00000040867,0.272581801449151,0.889287590319379,17.2392409384013
Zfp54,Zfp54,ENSMUSG00000023882,0.272503897694485,0.718730129193212,65.4219827807989
Zfp575,Zfp575,ENSMUSG00000066721,0.272350826286593,0.945550338211394,3.78207418536237
Snx13,Snx13,ENSMUSG00000020590,0.272280600110103,0.203231677479383,3202.34961111842
Reg3g,Reg3g,ENSMUSG00000030017,0.272219894956067,0.956680265594178,4.18378559563276
Dram2,Dram2,ENSMUSG00000027900,0.272054888960644,0.367023244234214,2510.11649862841
Uprt,Uprt,ENSMUSG00000073016,0.27200664729489,0.69664588025651,158.449606994745
Tspyl3,Tspyl3,ENSMUSG00000074671,0.271985702086205,0.832339674332822,34.3025143762458
Sacm1l,Sacm1l,ENSMUSG00000025240,0.271910810616456,0.548698950436457,1397.17874159519
Ech1,Ech1,ENSMUSG00000053898,0.271854752160013,0.265682384070706,7861.64626217164
Rlim,Rlim,ENSMUSG00000056537,0.271800039679818,0.336688369033168,835.03587766905
Igsf1,Igsf1,ENSMUSG00000031111,0.271799258484847,0.749378012780071,63.7699631507772
Fgf1,Fgf1,ENSMUSG00000036585,0.271679288536548,0.288666228231103,1461.07938222065
Fmod,Fmod,ENSMUSG00000041559,0.271570370117221,0.576557531295478,8717.27040645127
4833417C18Rik,4833417C18Rik,ENSMUSG00000086015,0.27149607201591,0.937393727783075,6.45659476791637
Isoc1,Isoc1,ENSMUSG00000024601,0.271283045696795,0.305283309719022,1031.01126631745
Dnaja4,Dnaja4,ENSMUSG00000032285,0.27125856113541,0.0696740545384985,4046.71251666198
Trim2,Trim2,ENSMUSG00000027993,0.271241729599626,0.61272826296126,133.507605248176
Wasl,Wasl,ENSMUSG00000029684,0.271078538800124,0.48978829034429,847.955189206245
Dusp26,Dusp26,ENSMUSG00000039661,0.271054149443552,0.454359601886069,1807.74300964956
Gm4419,Gm4419,ENSMUSG00000097055,0.270950906041234,0.922729089499,8.43536102811428
Tuft1,Tuft1,ENSMUSG00000005968,0.270932017451447,0.878579211083981,20.6511483787439
Serpinh1,Serpinh1,ENSMUSG00000070436,0.270929063620657,0.600367655841928,3234.86392576279
Cpe,Cpe,ENSMUSG00000037852,0.270736835466726,0.0998000374187393,12766.5061519457
1110059E24Rik,1110059E24Rik,ENSMUSG00000035171,0.270689674213369,0.485219105253963,280.640943859098
8430408G22Rik,8430408G22Rik,ENSMUSG00000048489,0.270543919363226,0.872128394165157,909.64382011754
Lamb1,Lamb1,ENSMUSG00000002900,0.270464094203229,0.395981752622381,1636.78817970656
Hpgds,Hpgds,ENSMUSG00000029919,0.270445351763624,0.870926981776308,24.0645362156019
Glt8d1,Glt8d1,ENSMUSG00000021916,0.27030432069487,0.235265209819896,499.177440609592
Dcun1d5,Dcun1d5,ENSMUSG00000032002,0.270264219191279,0.286257044140487,2010.92734540387
Pdlim4,Pdlim4,ENSMUSG00000020388,0.270227682230044,0.621214750921383,257.410848110124
Ctsk,Ctsk,ENSMUSG00000028111,0.270085694224001,0.417846563321539,304.718601516992
Gm43300,Gm43300,ENSMUSG00000105572,0.269850590119845,0.89113165078056,13.1964854069331
Ckap2l,Ckap2l,ENSMUSG00000048327,0.269832619833901,0.923153907949296,13.8639256336244
Ear2,Ear2,ENSMUSG00000072596,0.269678685003155,0.90053737373853,15.4025935721615
Lvrn,Lvrn,ENSMUSG00000024481,0.269637568481989,0.781313877396948,78.4934385644485
Pdcd10,Pdcd10,ENSMUSG00000027835,0.269201094997942,0.536744336421867,456.677337705861
Atoh8,Atoh8,ENSMUSG00000037621,0.26891628718901,0.678636987313458,184.989703646798
Spast,Spast,ENSMUSG00000024068,0.268897201300639,0.175424683365008,2279.1625670439
Picalm,Picalm,ENSMUSG00000039361,0.268678993923629,0.312222475956501,4617.71979393856
March6,March6,ENSMUSG00000039100,0.268607422214519,0.405432565212029,8180.34445045102
Ankrd12,Ankrd12,ENSMUSG00000034647,0.268597361017609,0.254986480222,437.566277097918
Csgalnact1,Csgalnact1,ENSMUSG00000036356,0.268596934497032,0.562861208207601,128.289849636824
Gm38292,Gm38292,ENSMUSG00000103151,0.268514972414775,0.966071123868501,2.2697967525215
Tmem69,Tmem69,ENSMUSG00000055900,0.26838087934034,0.313063260887395,631.152820856114
Esrrg,Esrrg,ENSMUSG00000026610,0.268350258200907,0.372057507294479,983.853152654334
Agfg1,Agfg1,ENSMUSG00000026159,0.268343329774983,0.442753155895804,1306.49863153786
Cd55,Cd55,ENSMUSG00000026399,0.268342220822918,0.512120288718029,3573.30740022313
Gm11557,Gm11557,ENSMUSG00000082900,0.268303279621544,0.859032571276362,34.4078879723549
Arhgap5,Arhgap5,ENSMUSG00000035133,0.268158676948445,0.285119451768008,1133.24188928182
Fam84a,Fam84a,ENSMUSG00000020607,0.268129740476673,0.946550683317725,5.27186594642692
Gstk1,Gstk1,ENSMUSG00000029864,0.26805816465915,0.167893683420204,1239.81215498399
Prr7,Prr7,ENSMUSG00000034686,0.267966665928623,0.934691338848471,7.29841970844453
Gm10399,Gm10399,ENSMUSG00000072688,0.267905229324918,0.956680265594178,3.1196970829076
Best3,Best3,ENSMUSG00000020169,0.267861420759483,0.630393091404071,720.758276579116
Gm13528,Gm13528,ENSMUSG00000085087,0.267850431592633,0.959345483684342,3.24469122761578
Cyp39a1,Cyp39a1,ENSMUSG00000023963,0.26779437075766,0.420952301270304,338.371082561501
Gm37174,Gm37174,ENSMUSG00000104253,0.267752924709208,0.899150709988715,12.796054442719
Clmp,Clmp,ENSMUSG00000032024,0.26766979470337,0.472313556984618,245.465932877465
Matr3,Matr3,ENSMUSG00000037236,0.267617198684618,0.270992564917858,2666.4879234618
Gm42686,Gm42686,ENSMUSG00000104535,0.267545037425903,0.883062954080288,15.184887846248
Gm15627,Gm15627,ENSMUSG00000087344,0.267410992565154,0.916673776078079,9.87106054285715
Ptprd,Ptprd,ENSMUSG00000028399,0.267378179682724,0.526863783899569,259.87799766534
Coq8b,Coq8b,ENSMUSG00000003762,0.267285710051254,0.543097806508135,131.01224127506
Nox4,Nox4,ENSMUSG00000030562,0.267234084895516,0.693094211934995,73.4423888201379
Slc45a3,Slc45a3,ENSMUSG00000026435,0.267226978356284,0.727481152950403,81.15402321801
4933437G19Rik,4933437G19Rik,ENSMUSG00000104719,0.26713175264626,0.964826553749316,1.94667511873312
Tpm4,Tpm4,ENSMUSG00000031799,0.266999009579217,0.467438643189189,1859.74612622074
Rsrc1,Rsrc1,ENSMUSG00000034544,0.266882672457109,0.127125580928202,724.327740303875
Sco2,Sco2,ENSMUSG00000091780,0.266851961094243,0.693385930827268,86.6892165031417
A930035D04Rik,A930035D04Rik,ENSMUSG00000052241,0.266786333491568,0.920579621196283,8.92692953481844
Foxc2,Foxc2,ENSMUSG00000046714,0.266785367545761,0.954309634855441,4.06477994478567
Gm42785,Gm42785,ENSMUSG00000106948,0.266746113003149,0.869588049916313,19.2484590577161
Socs6,Socs6,ENSMUSG00000056153,0.266570602345372,0.429035077834473,1259.08717795434
Caap1,Caap1,ENSMUSG00000028578,0.266367694666999,0.746193336097454,72.1093662181602
Gm17455,Gm17455,ENSMUSG00000090439,0.266316763066405,0.949631521682332,3.43881117108766
Sar1b,Sar1b,ENSMUSG00000020386,0.266272320846544,0.221722055424876,18096.8959742911
Iqgap2,Iqgap2,ENSMUSG00000021676,0.266253203440601,0.594399630833677,108.322512298365
Gm44284,Gm44284,ENSMUSG00000108033,0.266211160933735,0.965654148180166,1.94344398258193
Tex38,Tex38,ENSMUSG00000044556,0.266027199785091,0.651824950178542,68.263049039567
Dnase1l1,Dnase1l1,ENSMUSG00000019088,0.265993005857556,0.0109452157788474,4619.94252738529
A330102I10Rik,A330102I10Rik,ENSMUSG00000086363,0.265888419598981,0.940341241499619,5.31652894076209
Acot4,Acot4,ENSMUSG00000052392,0.265865770597947,0.943390490120446,4.41232397401374
Robo1,Robo1,ENSMUSG00000022883,0.265851101927216,0.786831539242244,57.6095821536496
Zfp119b,Zfp119b,ENSMUSG00000062101,0.265818682151627,0.772814814376503,135.929081195144
Strbp,Strbp,ENSMUSG00000026915,0.265689349207062,0.374265884451672,1254.64068624915
Rpsa-ps4,Rpsa-ps4,ENSMUSG00000081076,0.26566827139124,0.938161021607792,6.09771545881486
Dhrs4,Dhrs4,ENSMUSG00000022210,0.265558816962597,0.301115087047901,1075.26322902281
Snx24,Snx24,ENSMUSG00000024535,0.265516935480963,0.207945810995858,659.807367851519
Hrh2,Hrh2,ENSMUSG00000034987,0.265501365418582,0.895067456705646,13.1447186586068
Mzb1,Mzb1,ENSMUSG00000024353,0.265491381288312,0.899630411676932,25.0303267814167
Gm20683,Gm20683,ENSMUSG00000093593,0.265292520555412,0.762924022904436,50.2427449640469
Tppp,Tppp,ENSMUSG00000021573,0.265285660380742,0.612148917838896,1085.82805505536
Wwox,Wwox,ENSMUSG00000004637,0.265015589793299,0.337225138905996,273.222519307865
Bicd1,Bicd1,ENSMUSG00000003452,0.264914271915374,0.889156435382545,24.1461053935974
Pbx3,Pbx3,ENSMUSG00000038718,0.264765847357715,0.615392290185435,115.477656721309
Phf20l1,Phf20l1,ENSMUSG00000072501,0.26475735093814,0.355624349420484,2457.07099942439
Proser2,Proser2,ENSMUSG00000045319,0.264563579930588,0.822033507045049,41.5388531371039
Tmem9,Tmem9,ENSMUSG00000026411,0.264505608622988,0.543097806508135,194.040620153835
Fubp1,Fubp1,ENSMUSG00000028034,0.264455483787673,0.155861145472252,1203.33163982964
Ret,Ret,ENSMUSG00000030110,0.26440911027109,0.562489181166796,464.29881277001
Otud1,Otud1,ENSMUSG00000043415,0.264381476321864,0.878816879411159,764.65415424949
9530062K07Rik,9530062K07Rik,ENSMUSG00000108030,0.264097204345178,0.848628369655724,26.3082777782597
Dpp10,Dpp10,ENSMUSG00000036815,0.264007606284276,0.922729089499,7.77436331399426
Rab5a,Rab5a,ENSMUSG00000017831,0.263992021578524,0.306100809672745,2054.31789200676
Sipa1l1,Sipa1l1,ENSMUSG00000042700,0.263912099235243,0.490822018322673,802.692395872305
Prex2,Prex2,ENSMUSG00000048960,0.263812595251505,0.448287354139338,556.262133979303
Atp6v1a,Atp6v1a,ENSMUSG00000052459,0.26378955592054,0.222089786004331,1046.0220564324
Pm20d1,Pm20d1,ENSMUSG00000042251,0.263779806600599,0.753020972848468,54.9764069953608
Tmem263,Tmem263,ENSMUSG00000060935,0.263589028661929,0.61272826296126,434.273544097535
Nhsl2,Nhsl2,ENSMUSG00000079481,0.263552526126321,0.633522069855561,225.173898431757
E2f8,E2f8,ENSMUSG00000046179,0.263503801825787,0.932565908435389,7.07374809556375
E330013P04Rik,E330013P04Rik,ENSMUSG00000053117,0.263371350986622,0.886419284210665,16.9896989598381
Ttll4,Ttll4,ENSMUSG00000033257,0.263331366665791,0.544276145883967,1626.46123219312
Paxbp1,Paxbp1,ENSMUSG00000022974,0.263211579515354,0.302513909008601,653.912049044273
Chuk,Chuk,ENSMUSG00000025199,0.262713145301119,0.34178405442907,856.822373104441
March7,March7,ENSMUSG00000026977,0.262595158280343,0.486516256777963,1411.24142082102
Rab9,Rab9,ENSMUSG00000079316,0.262586807487409,0.37299867893738,563.433235354665
Prkag2,Prkag2,ENSMUSG00000028944,0.262361058222786,0.401197774000034,624.822598936723
Mid2,Mid2,ENSMUSG00000000266,0.26217351644304,0.451314446866161,305.863512865841
Zbtb6,Zbtb6,ENSMUSG00000066798,0.262172656303463,0.636837890481515,170.221224873906
Gm5398,Gm5398,ENSMUSG00000084202,0.262119409643338,0.962970079712486,2.46086202348093
Bzw1,Bzw1,ENSMUSG00000051223,0.261925798028471,0.367590909842828,2901.51434732681
Col6a6,Col6a6,ENSMUSG00000043719,0.261814738901843,0.645094773871115,341.29135054736
Atp1b1,Atp1b1,ENSMUSG00000026576,0.261695575972147,0.402447752717203,5495.32949974113
Nmrk1,Nmrk1,ENSMUSG00000037847,0.261676598178095,0.483567557412655,220.934875799843
Bivm,Bivm,ENSMUSG00000041684,0.261653442236097,0.395823924832003,299.819551917672
Prtg,Prtg,ENSMUSG00000036030,0.261536921397235,0.859244296377877,21.232890552789
Gm44187,Gm44187,ENSMUSG00000108268,0.261529974210154,0.955301305838274,7.89969394132238
Sgcb,Sgcb,ENSMUSG00000029156,0.261510186667308,0.118317533407179,5805.80440029046
Gp1bb,Gp1bb,ENSMUSG00000050761,0.261452396134362,0.947007674321914,4.04233152925695
Scn3a,Scn3a,ENSMUSG00000057182,0.261412842508948,0.83709924452249,28.0856555044515
Gm20731,Gm20731,ENSMUSG00000102912,0.261378365338217,0.96325633374935,2.43850303238114
Zfp369,Zfp369,ENSMUSG00000021514,0.26136490004696,0.612148917838896,132.769545494161
Vrk2,Vrk2,ENSMUSG00000064090,0.261333150481656,0.462361177359456,270.81443051987
Has2os,Has2os,ENSMUSG00000086541,0.261317114146007,0.905427918590582,13.2776702380381
Krcc1,Krcc1,ENSMUSG00000053012,0.261304011815788,0.334007820427835,1014.04592701615
Qk,Qk,ENSMUSG00000062078,0.261238730986622,0.331073430039278,7184.86095070479
Slc16a1,Slc16a1,ENSMUSG00000032902,0.261220074369447,0.428727407499014,1601.15140284764
Fblim1,Fblim1,ENSMUSG00000006219,0.26115606210293,0.773106018267469,101.623001066321
Gm37759,Gm37759,ENSMUSG00000102717,0.261086830141719,0.948365472616216,3.48796252308306
mt-Tm,mt-Tm,ENSMUSG00000064344,0.261036933092735,0.882284823666956,29.6412320991511
Lrch2,Lrch2,ENSMUSG00000031290,0.260991562570924,0.835022756289171,40.4123601143673
Zfp280c,Zfp280c,ENSMUSG00000036916,0.260756795126956,0.552504572961098,272.261586617529
B230369F24Rik,B230369F24Rik,ENSMUSG00000086350,0.260663506735812,0.717078264212523,69.2036583376778
Gm4760,Gm4760,ENSMUSG00000083089,0.260604597069706,0.944564999195807,4.634217398773
Sphk1,Sphk1,ENSMUSG00000061878,0.260594652499435,0.850989157877457,40.9152143683027
Tnc,Tnc,ENSMUSG00000028364,0.260552470430575,0.677176502901315,429.665202924777
Ago4,Ago4,ENSMUSG00000042500,0.26047012261015,0.274613037993095,500.329358800838
Ctf1,Ctf1,ENSMUSG00000042340,0.260450391131517,0.356710374004178,252.482186964055
Rpl18-ps2,Rpl18-ps2,ENSMUSG00000053173,0.260396352951744,0.966176437848696,2.04719416814411
Fam78b,Fam78b,ENSMUSG00000060568,0.260289405905713,0.692098722569232,217.231446446262
Gm36210,Gm36210,ENSMUSG00000110221,0.260263313592718,0.869006142612697,16.8617752088321
Smim24,Smim24,ENSMUSG00000078439,0.260251917671563,0.924184329208554,8.59996760433307
Ttll3,Ttll3,ENSMUSG00000030276,0.260205324001511,0.784232205955625,61.4858991604918
Ago3,Ago3,ENSMUSG00000028842,0.260159166851515,0.241328705496589,538.488283636934
Ociad2,Ociad2,ENSMUSG00000029153,0.260146092237102,0.12800529126647,2268.60470014631
Acox1,Acox1,ENSMUSG00000020777,0.260107793598156,0.036498905232054,6545.26951890957
Tra2a,Tra2a,ENSMUSG00000029817,0.2599056699037,0.254743340843377,1260.19500285333
Gm45663,Gm45663,ENSMUSG00000109909,0.259733599072819,0.922729089499,10.0743292342126
Tfpi2,Tfpi2,ENSMUSG00000029664,0.259626426060097,0.922729089499,13.5572758989495
Vamp4,Vamp4,ENSMUSG00000026696,0.259574218751309,0.392644072686325,527.310160209275
Shmt1,Shmt1,ENSMUSG00000020534,0.25952773184832,0.694053134032623,562.550350709089
S100a10,S100a10,ENSMUSG00000041959,0.259515028438032,0.381982011065405,780.028832054192
Itih5,Itih5,ENSMUSG00000025780,0.259325913006865,0.589720142826781,1357.51727474839
Gm15834,Gm15834,ENSMUSG00000085054,0.259256778488821,0.961966549158892,2.34936343012783
Slc2a10,Slc2a10,ENSMUSG00000027661,0.258801645019799,0.626183959425399,95.4597400168526
Mfsd6,Mfsd6,ENSMUSG00000041439,0.258741761996825,0.252685042698005,475.20768674001
Gm15934,Gm15934,ENSMUSG00000090088,0.258694409098978,0.812608391802365,32.4150536948876
Lpar1,Lpar1,ENSMUSG00000038668,0.258623799279807,0.485300672098626,335.514548599648
Tead2,Tead2,ENSMUSG00000030796,0.258486955093549,0.66966937420931,84.4541599282812
Has2,Has2,ENSMUSG00000022367,0.258381191561209,0.870926981776308,21.6821857171173
Selenos,Selenos,ENSMUSG00000075701,0.258377641940693,0.149665231045614,1092.48407556097
Ncam1,Ncam1,ENSMUSG00000039542,0.258348048426177,0.631634212175807,353.662896313554
Appl1,Appl1,ENSMUSG00000040760,0.258310210268772,0.273340988103808,1502.55208065471
Ubn2,Ubn2,ENSMUSG00000038538,0.258064343833006,0.245412074992524,1537.17052069036
Ache,Ache,ENSMUSG00000023328,0.258051996123127,0.175424683365008,1850.41220326786
Gm8493,Gm8493,ENSMUSG00000106028,0.257922652199436,0.96325633374935,2.95202200744754
Pkd2,Pkd2,ENSMUSG00000034462,0.25789727420946,0.280913289339986,944.100967771138
Csnk1g3,Csnk1g3,ENSMUSG00000073563,0.257743949143557,0.353655842450515,396.245056708967
Zfp995,Zfp995,ENSMUSG00000078546,0.257583005181379,0.87770985504914,28.6666004624832
Gm8839,Gm8839,ENSMUSG00000083830,0.25752343524717,0.941452120169962,5.90924515639889
Ptprz1,Ptprz1,ENSMUSG00000068748,0.257502996536256,0.801227271476509,38.6416991262476
Fam208b,Fam208b,ENSMUSG00000033799,0.257392395440423,0.36878997505968,589.818691726167
Slc19a3,Slc19a3,ENSMUSG00000038496,0.257243935368669,0.942472208910993,5.37503018391937
Trmt11,Trmt11,ENSMUSG00000019792,0.257237199178655,0.59271414025526,197.601862815263
Mxra8,Mxra8,ENSMUSG00000029070,0.257218123208729,0.533233321984293,1077.92201832747
Cxx1b,Cxx1b,ENSMUSG00000067924,0.257132110982624,0.553961705606141,234.525812309906
Primpol,Primpol,ENSMUSG00000038225,0.256896453362071,0.671941955450947,100.799294013599
D830036C21Rik,D830036C21Rik,ENSMUSG00000108854,0.256607930864629,0.940238668126534,11.1267117716717
Lztfl1,Lztfl1,ENSMUSG00000025245,0.256330881837228,0.361653417019933,636.374652264804
Htr7,Htr7,ENSMUSG00000024798,0.256301462615026,0.763476380075288,57.2369784192294
Pdk1,Pdk1,ENSMUSG00000006494,0.256234536669682,0.0798632847222941,3075.27716563343
Sestd1,Sestd1,ENSMUSG00000042272,0.256186230679067,0.258426774910314,597.737247799474
Pikfyve,Pikfyve,ENSMUSG00000025949,0.255904852297128,0.464415325458943,389.012950410942
Bbs12,Bbs12,ENSMUSG00000051444,0.255685947768092,0.817969703785388,40.7693993102202
9030612E09Rik,9030612E09Rik,ENSMUSG00000045008,0.255507486670834,0.691982324906042,76.5335466778351
Hdac9,Hdac9,ENSMUSG00000004698,0.255276325809276,0.551690772130324,286.460692594885
Cemip,Cemip,ENSMUSG00000052353,0.255221209852663,0.939253175639201,6.61412205274077
Rab7b,Rab7b,ENSMUSG00000052688,0.255208901749426,0.59747191605566,126.340595643068
Gm45187,Gm45187,ENSMUSG00000109130,0.255150778417808,0.935021183607195,6.91926123298382
Gm15694,Gm15694,ENSMUSG00000081404,0.255097081681855,0.96325633374935,2.10272017896094
Gm38114,Gm38114,ENSMUSG00000102931,0.255008596679971,0.963056326441966,2.45701849126746
Yipf7,Yipf7,ENSMUSG00000029158,0.254928920650394,0.214030188676238,3600.38398077284
Aste1,Aste1,ENSMUSG00000032567,0.254787541270821,0.626170029526197,81.6538033262152
Tceal8,Tceal8,ENSMUSG00000051579,0.254760502271244,0.288772943863452,425.084620522733
Gm11604,Gm11604,ENSMUSG00000085897,0.254731134087795,0.964826553749316,2.11720159479567
C77080,C77080,ENSMUSG00000050390,0.254704076575832,0.695021175773178,103.990180635696
Sh2b2,Sh2b2,ENSMUSG00000005057,0.254673521338658,0.588997291900332,119.958674314376
Kdelc1,Kdelc1,ENSMUSG00000026047,0.254658441591021,0.44944514361171,243.925772582877
Stox1,Stox1,ENSMUSG00000036923,0.254634979714912,0.871767932087077,17.1892651810375
Acadl,Acadl,ENSMUSG00000026003,0.254554167312177,0.392336770402703,11699.3994113379
Fnbp1l,Fnbp1l,ENSMUSG00000039735,0.254550336156855,0.583483959658954,408.813623516932
Gm4285,Gm4285,ENSMUSG00000085829,0.254541184567747,0.83427050095312,27.3597494453072
Gm45769,Gm45769,ENSMUSG00000107838,0.254434158182825,0.739189996570146,236.401769579323
Ccdc62,Ccdc62,ENSMUSG00000061882,0.254416018927604,0.799269382049969,40.4447076953529
Gm8349,Gm8349,ENSMUSG00000098208,0.254384376071508,0.803075319646817,87.9714797158758
Col28a1,Col28a1,ENSMUSG00000068794,0.254335083087341,0.804611347681639,102.670397799685
Hpx,Hpx,ENSMUSG00000030895,0.254286525546908,0.954078093412599,3.72331692710269
Gatsl3,Gatsl3,ENSMUSG00000020424,0.254229681777276,0.621214750921383,138.17376701661
Gm17082,Gm17082,ENSMUSG00000090674,0.254209843259089,0.957687122706115,4.86988142927449
Ndc1,Ndc1,ENSMUSG00000028614,0.254191434829328,0.375187150275077,526.764165070251
Gm7997,Gm7997,ENSMUSG00000109584,0.254114869808281,0.960668208382639,3.48063775722467
Shox2,Shox2,ENSMUSG00000027833,0.254085473256125,0.812131827542582,58.8052285626691
Appbp2,Appbp2,ENSMUSG00000018481,0.254067212826021,0.136800359452876,794.540090540889
Gm37949,Gm37949,ENSMUSG00000103614,0.254064228418059,0.961795514433104,2.64962641180975
Lix1,Lix1,ENSMUSG00000047786,0.254023888677427,0.779585502566576,39.7060647510244
Nup37,Nup37,ENSMUSG00000035351,0.253941316675632,0.536094539130579,161.483235326828
Mfsd4b4,Mfsd4b4,ENSMUSG00000096687,0.253910284544919,0.476537602673023,177.996215452284
Chic1,Chic1,ENSMUSG00000031327,0.253836204348703,0.866730315954919,29.5031532986111
Gm44837,Gm44837,ENSMUSG00000108723,0.253282946100252,0.748147871991647,72.9663971844634
Ccdc3,Ccdc3,ENSMUSG00000026676,0.25321769279014,0.645548872047579,427.812868377082
Oit3,Oit3,ENSMUSG00000009654,0.253187135957671,0.945550338211394,5.04153416593038
Fastkd1,Fastkd1,ENSMUSG00000027086,0.25317941180536,0.429605998140076,695.858215977187
Adra2c,Adra2c,ENSMUSG00000045318,0.253170284699398,0.893828938983259,15.071468402634
Col5a2,Col5a2,ENSMUSG00000026042,0.25312886391723,0.47877896877505,2183.5989914707
Capn6,Capn6,ENSMUSG00000067276,0.253125063981982,0.637385534251479,246.52052688966
Fancl,Fancl,ENSMUSG00000004018,0.252943776235654,0.664330144503989,119.780163650151
Naa50,Naa50,ENSMUSG00000022698,0.25285122714636,0.573427207305508,12947.153728593
Tmtc1,Tmtc1,ENSMUSG00000030306,0.252795385010105,0.0374251567102603,5049.56086154517
Tmem14a,Tmem14a,ENSMUSG00000025933,0.252784069398899,0.796454740401077,48.4214192802806
Scfd1,Scfd1,ENSMUSG00000020952,0.252743672097084,0.383292812799294,588.026103423704
Ndufaf5,Ndufaf5,ENSMUSG00000027384,0.252719543856773,0.228916009633812,1370.35555194966
Colec12,Colec12,ENSMUSG00000036103,0.252574517683799,0.48978829034429,397.610960707839
Khdrbs3,Khdrbs3,ENSMUSG00000022332,0.252550322204132,0.465696589776965,560.738924219947
Gm7357,Gm7357,ENSMUSG00000102269,0.25242597064116,0.942472208910993,5.74644195884682
Eci1,Eci1,ENSMUSG00000024132,0.252418613584099,0.265682384070706,3018.2635715638
Herc6,Herc6,ENSMUSG00000029798,0.252151107087381,0.848718092643367,77.5079020994683
1810058I24Rik,1810058I24Rik,ENSMUSG00000073155,0.25193200656552,0.0348380646872992,1547.23527166016
Lgi3,Lgi3,ENSMUSG00000033595,0.251912302655937,0.936669288092084,7.1168384180846
Pcdh19,Pcdh19,ENSMUSG00000051323,0.251890716707468,0.496150248707631,239.555002306236
D930016D06Rik,D930016D06Rik,ENSMUSG00000097392,0.251877655861814,0.476537602673023,404.107453075662
Cnot8,Cnot8,ENSMUSG00000020515,0.251606519927174,0.0535060441542755,1581.53524896102
Nxpe5,Nxpe5,ENSMUSG00000047592,0.251516026227604,0.931902153905829,10.4094084443144
Bfsp2,Bfsp2,ENSMUSG00000032556,0.251277765359408,0.933134315572119,12.1692282807202
Ints8,Ints8,ENSMUSG00000040738,0.251126279186787,0.43351856330653,665.566472454105
1700029I15Rik,1700029I15Rik,ENSMUSG00000044916,0.25111497435838,0.86600999058565,20.4574867751402
Btnl7-ps,Btnl7-ps,ENSMUSG00000061728,0.251103693484336,0.875020955692648,33.8903297812606
Fam185a,Fam185a,ENSMUSG00000047221,0.251036673548917,0.346989826942374,547.123504337543
Gm36211,Gm36211,ENSMUSG00000106426,0.251001155239171,0.964387965423249,2.5674453565126
Dtwd1,Dtwd1,ENSMUSG00000023330,0.250961877822363,0.506754437722918,145.049067875668
Hltf,Hltf,ENSMUSG00000002428,0.250955916838105,0.53668937704891,250.850001202174
Tdrd6,Tdrd6,ENSMUSG00000040140,0.250895835301256,0.961966549158892,2.7410008092418
Tsc22d3,Tsc22d3,ENSMUSG00000031431,0.250823972171588,0.479579151384533,11530.8825386081
Ogn,Ogn,ENSMUSG00000021390,0.250750263690122,0.66600107777976,1464.45376663157
Zcchc16,Zcchc16,ENSMUSG00000071679,0.250379917758995,0.954078093412599,4.25655200422264
Zfp874a,Zfp874a,ENSMUSG00000069206,0.250285597812535,0.545089691405695,309.354746883075
Trim69,Trim69,ENSMUSG00000033368,0.25027075599611,0.954707556574153,3.89262729470824
Gm35339,Gm35339,ENSMUSG00000109179,0.25016467528165,0.748707155613721,68.5921960091502
Emp3,Emp3,ENSMUSG00000040212,0.250010875776753,0.401197774000034,241.530086199741
Timp4,Timp4,ENSMUSG00000030317,0.250003248160905,0.550152967685674,1621.76087013702
Adm,Adm,ENSMUSG00000030790,0.249880305920535,0.682917614876184,97.6545888234872
Tnfaip8l1,Tnfaip8l1,ENSMUSG00000044469,0.249869292030282,0.872100937605888,53.6745371920935
Rnasek,Rnasek,ENSMUSG00000093989,0.249867902128905,0.816419211207035,35.4569021664706
Rnf141,Rnf141,ENSMUSG00000030788,0.249747680422553,0.295829557476474,1104.05094975857
Polg2,Polg2,ENSMUSG00000020718,0.249734343642192,0.57990821184379,151.459606992597
Glud1,Glud1,ENSMUSG00000021794,0.249475005293305,0.0744670181171055,4961.02243405099
Rpa3,Rpa3,ENSMUSG00000012483,0.249340917672308,0.646507993622015,109.581202938081
Nudt1,Nudt1,ENSMUSG00000036639,0.249147132827947,0.51781443409495,152.752789780945
Gm12781,Gm12781,ENSMUSG00000085923,0.249092587815805,0.941092362741346,5.66631502901658
